node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,2,40,80
1*2|1,4,56,43
3|1,0,40,78
1*3|1,0,56,41
2*3|1,0,40,78
1*2*3|1,4,56,43
4|1,0,67,38
1*4|1,6,83,38
2*4|1,2,67,39
1*2*4|1,60,83,82
3*4|1,0,67,37
1*3*4|1,6,83,38
2*3*4|1,784,67,39
1*2*3*4|1,1,83,39
5|1,0,42,78
1*5|1,0,58,40
2*5|1,3,42,82
1*2*5|1,3,58,42
3*5|1,9,42,78
1*3*5|1,7,58,41
2*3*5|1,112,42,80
1*2*3*5|1,8,58,42
4*5|1,0,69,38
1*4*5|1,307,85,80
2*4*5|1,7,69,39
1*2*4*5|1,23,85,82
3*4*5|1,9,69,38
1*3*4*5|1,7,85,38
2*3*4*5|1,7,69,39
1*2*3*4*5|1,1,85,39
|2,0,0,79
1|2,1,56,41
2|2,2,40,81
1*2|2,1,56,42
3|2,0,40,78
1*3|2,1,56,40
2*3|2,0,40,79
1*2*3|2,1,56,42
4|2,0,67,38
1*4|2,48,83,79
2*4|2,1025,83,39
1*2*4|2,53,64,82
3*4|2,0,67,38
1*3*4|2,6,83,38
2*3*4|2,0,67,39
1*2*3*4|2,1,83,39
5|2,7,42,78
1*5|2,186,58,78
2*5|2,7,42,82
3*5|2,0,42,38
1*3*5|2,83,58,40
2*3*5|2,9,42,44
4*5|2,395,72,38
1*4*5|2,132,85,79
3*4*5|2,57,69,38
1*3*4*5|2,25,85,38
|3,0,0,79
1|3,0,56,41
2|3,152,42,82
1*2|3,194,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,97,40,80
1*2*3|3,80,57,43
4|3,0,67,38
1*4|3,342,83,78
2*4|3,418,69,82
1*2*4|3,74,85,82
3*4|3,0,67,38
1*3*4|3,3,83,38
2*3*4|3,589,68,39
1*2*3*4|3,22,84,39
5|3,0,42,78
1*5|3,20,58,79
2*5|3,0,18,82
1*2*5|3,10,23,82
3*5|3,1,42,78
1*3*5|3,98,58,78
2*3*5|3,55,42,82
1*2*3*5|3,28,58,82
4*5|3,137,69,79
1*4*5|3,79,85,79
2*4*5|3,14,25,82
3*4*5|3,1294,85,79
