node,intermediate_visits,in_degree,out_degree
|1,0,0,79
1|1,0,56,41
2|1,4,40,80
1*2|1,3,56,43
3|1,0,40,78
1*3|1,1,56,41
2*3|1,0,40,78
1*2*3|1,4,56,43
4|1,1,67,38
1*4|1,17,83,38
2*4|1,6,67,39
1*2*4|1,112,83,82
3*4|1,0,67,37
1*3*4|1,20,83,38
2*3*4|1,2,67,39
1*2*3*4|1,22,83,39
5|1,0,42,78
1*5|1,1,58,40
2*5|1,10,42,82
1*2*5|1,5,58,42
3*5|1,7,42,78
1*3*5|1,4,58,41
2*3*5|1,9,42,80
1*2*3*5|1,5,58,42
4*5|1,1,69,38
1*4*5|1,78,85,80
2*4*5|1,5,69,39
1*2*4*5|1,77,85,82
3*4*5|1,3,69,38
1*3*4*5|1,12,85,38
2*3*4*5|1,9,69,39
1*2*3*4*5|1,14,85,39
|2,0,0,79
1|2,1,56,41
2|2,6,40,81
1*2|2,2,56,42
3|2,0,40,78
1*3|2,0,56,40
2*3|2,1,40,79
1*2*3|2,3,56,42
4|2,0,67,38
1*4|2,99,83,79
2*4|2,20,83,39
1*2*4|2,67,64,82
3*4|2,1,67,38
1*3*4|2,20,83,38
2*3*4|2,2,67,39
1*2*3*4|2,16,83,39
5|2,9,42,78
1*5|2,147,58,78
2*5|2,29,42,82
3*5|2,0,42,38
1*3*5|2,45,58,40
2*3*5|2,5,42,44
4*5|2,36,72,38
1*4*5|2,100,85,79
3*4*5|2,54,69,38
1*3*4*5|2,19,85,38
|3,0,0,79
1|3,0,56,41
2|3,48,42,82
1*2|3,169,58,82
3|3,0,40,78
1*3|3,0,56,41
2*3|3,2,40,80
1*2*3|3,3,57,43
4|3,0,67,38
1*4|3,76,83,78
2*4|3,179,69,82
1*2*4|3,62,85,82
3*4|3,0,67,38
1*3*4|3,12,83,38
2*3*4|3,26,68,39
1*2*3*4|3,10,84,39
5|3,0,42,78
1*5|3,17,58,79
2*5|3,0,18,82
1*2*5|3,22,23,82
3*5|3,6,42,78
1*3*5|3,96,58,78
2*3*5|3,19,42,82
1*2*3*5|3,49,58,82
4*5|3,52,69,79
1*4*5|3,80,85,79
2*4*5|3,39,25,82
3*4*5|3,623,85,79
