node,intermediate_visits,in_degree,out_degree
|1,0,0,44
1|1,15,49,31
2|1,5,33,58
1*2|1,26,55,38
3|1,0,30,61
1*3|1,13,54,39
2*3|1,3,36,71
1*2*3|1,18,49,42
4|1,8,54,30
1*4|1,15,77,36
2*4|1,1,62,36
1*2*4|1,92,72,73
3*4|1,0,63,35
1*3*4|1,12,71,38
2*3*4|1,1,59,38
1*2*3*4|1,7,54,34
5|1,0,37,57
1*5|1,12,58,36
2*5|1,9,42,73
1*2*5|1,4,52,42
3*5|1,12,38,71
1*3*5|1,10,51,39
2*3*5|1,6,37,71
1*2*3*5|1,3,39,36
4*5|1,4,64,34
1*4*5|1,46,73,72
2*4*5|1,1,63,39
1*2*4*5|1,26,55,56
3*4*5|1,2,62,37
1*3*4*5|1,0,55,34
2*3*4*5|1,4,48,34
1*2*3*4*5|1,4,37,28
|2,0,0,44
1|2,17,49,31
2|2,5,33,59
1*2|2,7,55,38
3|2,0,30,61
1*3|2,13,54,38
2*3|2,13,36,72
1*2*3|2,17,49,42
4|2,0,54,30
1*4|2,102,77,72
2*4|2,93,82,36
1*2*4|2,41,58,73
3*4|2,3,63,36
1*3*4|2,8,71,38
2*3*4|2,2,59,39
1*2*3*4|2,2,54,34
5|2,8,37,57
1*5|2,107,58,70
2*5|2,12,42,73
3*5|2,0,38,35
1*3*5|2,31,51,40
2*3*5|2,5,37,43
4*5|2,17,69,34
1*4*5|2,66,73,71
3*4*5|2,38,62,37
1*3*4*5|2,4,55,33
|3,0,0,44
1|3,15,49,30
2|3,47,42,60
1*2|3,115,58,75
3|3,0,30,61
1*3|3,1,54,38
2*3|3,6,36,73
1*2*3|3,22,50,42
4|3,0,54,30
1*4|3,69,79,71
2*4|3,214,69,74
1*2*4|3,87,73,73
3*4|3,11,63,36
1*3*4|3,11,71,38
2*3*4|3,15,60,39
1*2*3*4|3,5,54,34
5|3,3,37,57
1*5|3,47,58,71
2*5|3,4,18,73
1*2*5|3,7,23,73
3*5|3,23,38,70
1*3*5|3,83,51,72
2*3*5|3,11,37,73
1*2*3*5|3,44,37,59
4*5|3,86,64,70
1*4*5|3,41,72,71
2*4*5|3,17,25,73
3*4*5|3,754,73,71
