start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
|1,4|1,1,0,0,[|1]~~{(+4)}~~>[4|1],[|1]~>[4|1],{(+4)}~,10.1,1,1,0,0
|1,5|1,1,0,0,[|1]~~{(+5)}~~>[5|1],[|1]~>[5|1],{(+5)}~,10.1,1,1,0,0
|1,1*4*5|1,3,0,0,[|1]~~{(+1  4  5)}~~>[1*4*5|1],[|1]~>[1*4*5|1],{(+1  4  5)}~,30.1,1,3,0,0
|1,2*7|1,2,0,0,[|1]~~{(+2  7)}~~>[2*7|1],[|1]~>[2*7|1],{(+2  7)}~,20.1,1,2,0,0
|1,1*3*7|1,3,0,0,[|1]~~{(+1  3  7)}~~>[1*3*7|1],[|1]~>[1*3*7|1],{(+1  3  7)}~,30.1,1,3,0,0
|1,1*4*5*7|1,4,0,0,[|1]~~{(+1  4  5  7)}~~>[1*4*5*7|1],[|1]~>[1*4*5*7|1],{(+1  4  5  7)}~,40.1,1,4,0,0
|1,6*7|1,2,0,0,[|1]~~{(+6  7)}~~>[6*7|1],[|1]~>[6*7|1],{(+6  7)}~,20.1,1,2,0,0
|1,1*6*7|1,3,0,0,[|1]~~{(+1  6  7)}~~>[1*6*7|1],[|1]~>[1*6*7|1],{(+1  6  7)}~,30.1,1,3,0,0
|1,4*6*7|1,3,0,0,[|1]~~{(+4  6  7)}~~>[4*6*7|1],[|1]~>[4*6*7|1],{(+4  6  7)}~,30.1,1,3,0,0
|1,1*4*6*7|1,4,0,0,[|1]~~{(+1  4  6  7)}~~>[1*4*6*7|1],[|1]~>[1*4*6*7|1],{(+1  4  6  7)}~,40.1,1,4,0,0
|1,3*8|1,2,0,0,[|1]~~{(+3  8)}~~>[3*8|1],[|1]~>[3*8|1],{(+3  8)}~,20.1,1,2,0,0
|1,5*8|1,2,0,0,[|1]~~{(+5  8)}~~>[5*8|1],[|1]~>[5*8|1],{(+5  8)}~,20.1,1,2,0,0
|1,6*8|1,2,0,0,[|1]~~{(+6  8)}~~>[6*8|1],[|1]~>[6*8|1],{(+6  8)}~,20.1,1,2,0,0
|1,2*6*8|1,3,0,0,[|1]~~{(+2  6  8)}~~>[2*6*8|1],[|1]~>[2*6*8|1],{(+2  6  8)}~,30.1,1,3,0,0
|1,4*5*6*8|1,4,0,0,[|1]~~{(+4  5  6  8)}~~>[4*5*6*8|1],[|1]~>[4*5*6*8|1],{(+4  5  6  8)}~,40.1,1,4,0,0
|1,3*9|1,2,0,0,[|1]~~{(+3  9)}~~>[3*9|1],[|1]~>[3*9|1],{(+3  9)}~,20.1,1,2,0,0
|1,5*9|1,2,0,0,[|1]~~{(+5  9)}~~>[5*9|1],[|1]~>[5*9|1],{(+5  9)}~,20.1,1,2,0,0
|1,1*4*7*9|1,4,0,0,[|1]~~{(+1  4  7  9)}~~>[1*4*7*9|1],[|1]~>[1*4*7*9|1],{(+1  4  7  9)}~,40.1,1,4,0,0
|1,8*9|1,2,0,0,[|1]~~{(+8  9)}~~>[8*9|1],[|1]~>[8*9|1],{(+8  9)}~,20.1,1,2,0,0
|1,6*8*9|1,3,0,0,[|1]~~{(+6  8  9)}~~>[6*8*9|1],[|1]~>[6*8*9|1],{(+6  8  9)}~,30.1,1,3,0,0
|1,6*10|1,2,0,0,[|1]~~{(+6  10)}~~>[6*10|1],[|1]~>[6*10|1],{(+6  10)}~,20.1,1,2,0,0
|1,4*6*10|1,3,0,0,[|1]~~{(+4  6  10)}~~>[4*6*10|1],[|1]~>[4*6*10|1],{(+4  6  10)}~,30.1,1,3,0,0
|1,4*5*6*10|1,4,0,0,[|1]~~{(+4  5  6  10)}~~>[4*5*6*10|1],[|1]~>[4*5*6*10|1],{(+4  5  6  10)}~,40.1,1,4,0,0
|1,4*5*7*10|1,4,0,0,[|1]~~{(+4  5  7  10)}~~>[4*5*7*10|1],[|1]~>[4*5*7*10|1],{(+4  5  7  10)}~,40.1,1,4,0,0
|1,8*10|1,2,0,0,[|1]~~{(+8  10)}~~>[8*10|1],[|1]~>[8*10|1],{(+8  10)}~,20.1,1,2,0,0
|1,4*8*10|1,3,0,0,[|1]~~{(+4  8  10)}~~>[4*8*10|1],[|1]~>[4*8*10|1],{(+4  8  10)}~,30.1,1,3,0,0
|1,3*4*5*6*8*10|1,6,0,0,[|1]~~{(+3  4  5  6  8  10)}~~>[3*4*5*6*8*10|1],[|1]~>[3*4*5*6*8*10|1],{(+3  4  5  6  8  10)}~,60.1,1,6,0,0
|1,9*10|1,2,0,0,[|1]~~{(+9  10)}~~>[9*10|1],[|1]~>[9*10|1],{(+9  10)}~,20.1,1,2,0,0
|1,2*7*9*10|1,4,0,0,[|1]~~{(+2  7  9  10)}~~>[2*7*9*10|1],[|1]~>[2*7*9*10|1],{(+2  7  9  10)}~,40.1,1,4,0,0
|1,8*9*10|1,3,0,0,[|1]~~{(+8  9  10)}~~>[8*9*10|1],[|1]~>[8*9*10|1],{(+8  9  10)}~,30.1,1,3,0,0
|1,11|1,1,0,0,[|1]~~{(+11)}~~>[11|1],[|1]~>[11|1],{(+11)}~,10.1,1,1,0,0
|1,2*7*11|1,3,0,0,[|1]~~{(+2  7  11)}~~>[2*7*11|1],[|1]~>[2*7*11|1],{(+2  7  11)}~,30.1,1,3,0,0
|1,8*9*11|1,3,0,0,[|1]~~{(+8  9  11)}~~>[8*9*11|1],[|1]~>[8*9*11|1],{(+8  9  11)}~,30.1,1,3,0,0
|1,2*8*9*11|1,4,0,0,[|1]~~{(+2  8  9  11)}~~>[2*8*9*11|1],[|1]~>[2*8*9*11|1],{(+2  8  9  11)}~,40.1,1,4,0,0
|1,12|1,1,0,0,[|1]~~{(+12)}~~>[12|1],[|1]~>[12|1],{(+12)}~,10.1,1,1,0,0
|1,1*2*12|1,3,0,0,[|1]~~{(+1  2  12)}~~>[1*2*12|1],[|1]~>[1*2*12|1],{(+1  2  12)}~,30.1,1,3,0,0
