start,goal,net_add,net_del,net_temp,full_path,path,action,a_star_cost,a_star_ops,a_star_add,a_star_del,a_star_temp
|1,4|1,1,0,0,[|1]~~{(+4)}~~>[4|1],[|1]~>[4|1],{(+4)}~,11.0,1,1,0,0
|1,5|1,1,0,0,[|1]~~{(+5)}~~>[5|1],[|1]~>[5|1],{(+5)}~,11.0,1,1,0,0
|1,1*4*5|1,3,0,0,[|1]~~{(+1  4  5)}~~>[1*4*5|1],[|1]~>[1*4*5|1],{(+1  4  5)}~,31.0,1,3,0,0
|1,2*7|1,2,0,0,[|1]~~{(+2  7)}~~>[2*7|1],[|1]~>[2*7|1],{(+2  7)}~,21.0,1,2,0,0
|1,1*3*7|1,3,0,0,[|1]~~{(+1  3  7)}~~>[1*3*7|1],[|1]~>[1*3*7|1],{(+1  3  7)}~,31.0,1,3,0,0
|1,1*4*5*7|1,4,0,0,[|1]~~{(+1  4  5  7)}~~>[1*4*5*7|1],[|1]~>[1*4*5*7|1],{(+1  4  5  7)}~,41.0,1,4,0,0
|1,6*7|1,2,0,0,[|1]~~{(+6  7)}~~>[6*7|1],[|1]~>[6*7|1],{(+6  7)}~,21.0,1,2,0,0
|1,1*6*7|1,3,0,0,[|1]~~{(+1  6  7)}~~>[1*6*7|1],[|1]~>[1*6*7|1],{(+1  6  7)}~,31.0,1,3,0,0
|1,4*6*7|1,3,0,0,[|1]~~{(+4  6  7)}~~>[4*6*7|1],[|1]~>[4*6*7|1],{(+4  6  7)}~,31.0,1,3,0,0
|1,1*4*6*7|1,4,0,0,[|1]~~{(+1  4  6  7)}~~>[1*4*6*7|1],[|1]~>[1*4*6*7|1],{(+1  4  6  7)}~,41.0,1,4,0,0
|1,3*8|1,2,0,0,[|1]~~{(+3  8)}~~>[3*8|1],[|1]~>[3*8|1],{(+3  8)}~,21.0,1,2,0,0
|1,5*8|1,2,0,0,[|1]~~{(+5  8)}~~>[5*8|1],[|1]~>[5*8|1],{(+5  8)}~,21.0,1,2,0,0
|1,6*8|1,2,0,0,[|1]~~{(+6  8)}~~>[6*8|1],[|1]~>[6*8|1],{(+6  8)}~,21.0,1,2,0,0
|1,2*6*8|1,3,0,0,[|1]~~{(+2  6  8)}~~>[2*6*8|1],[|1]~>[2*6*8|1],{(+2  6  8)}~,31.0,1,3,0,0
