state,x,temp,str,stable,feasible,candidate,tau,richness,abundance_mean,abundance_sd
[0  0  0  0  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,|1,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0  0  0  0  0  0  0  0],[0.26902829567887687  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1|1,true,true,true,4.076640847941298,1,0.26902829567887687,NaN
[0  1  0  0  0  0  0  0  0  0  0  0],[0.0  0.6509061179997275  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2|1,true,true,true,2.093364036005861,1,0.6509061179997275,NaN
[1  1  0  0  0  0  0  0  0  0  0  0],[0.26902829567887687  0.572276101072191  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2|1,true,true,true,4.076640847941298,2,0.4206521983755339,0.2144285795735509
[0  0  1  0  0  0  0  0  0  0  0  0],[0.0  0.0  0.659424285871843  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,3|1,true,true,true,1.6725204883759826,1,0.659424285871843,NaN
[1  0  1  0  0  0  0  0  0  0  0  0],[0.26902829567887687  0.0  0.5787781065782301  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3|1,true,true,true,4.076640847941298,2,0.4239032011285535,0.21902619175818347
[0  1  1  0  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*3|1,false,false,false,0.0,2,0.9117639943392217,NaN
[1  1  1  0  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*3|1,false,false,false,0.0,3,0.5332006599264882,0.3735961403231372
[0  0  0  1  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.6634484325306679  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,4|1,true,true,true,1.7120356103406953,1,0.6634484325306679,NaN
[1  0  0  1  0  0  0  0  0  0  0  0],[0.26902829567887687  0.0  0.0  0.5939301030588999  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*4|1,true,true,true,4.076640847941298,2,0.4314791993688884,0.22974027121817978
[0  1  0  1  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*4|1,false,false,false,0.0,2,1.9689013624756049,NaN
[1  1  0  1  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*4|1,false,false,false,0.0,3,1.0533052830938738,1.1091351522594017
[0  0  1  1  0  0  0  0  0  0  0  0],[0.0  0.0  0.27274182037867734  0.42992641503697504  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,3*4|1,true,true,true,27.38157540890942,2,0.3513341177078262,0.11114629278094108
[1  0  1  1  0  0  0  0  0  0  0  0],[0.26902829567887687  0.0  0.19393004536377578  0.4278868634005466  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3*4|1,true,true,true,34.370468290229034,3,0.29694840148106644,0.11945123443262011
