s,f,a,add,del,temp,a_str,start,final
1,226,91734,4,0,0,(+1  6  7  8),|1,1*6*7*8|1
1,229,91742,4,0,0,(+3  6  7  8),|1,3*6*7*8|1
1,233,91760,4,0,0,(+4  6  7  8),|1,4*6*7*8|1
1,234,91761,5,0,0,(+1  4  6  7  8),|1,1*4*6*7*8|1
1,235,91763,5,0,0,(+2  4  6  7  8),|1,2*4*6*7*8|1
1,236,91764,6,0,0,(+1  2  4  6  7  8),|1,1*2*4*6*7*8|1
1,241,91814,4,0,0,(+5  6  7  8),|1,5*6*7*8|1
1,242,91815,5,0,0,(+1  5  6  7  8),|1,1*5*6*7*8|1
1,249,91841,5,0,0,(+4  5  6  7  8),|1,4*5*6*7*8|1
1,257,95135,1,0,0,(+9),|1,9|1
1,258,95136,2,0,0,(+1  9),|1,1*9|1
1,259,95138,2,0,0,(+2  9),|1,2*9|1
1,260,95139,3,0,0,(+1  2  9),|1,1*2*9|1
1,261,95144,2,0,0,(+3  9),|1,3*9|1
1,265,95162,2,0,0,(+4  9),|1,4*9|1
1,266,95163,3,0,0,(+1  4  9),|1,1*4*9|1
1,267,95165,3,0,0,(+2  4  9),|1,2*4*9|1
1,268,95166,4,0,0,(+1  2  4  9),|1,1*2*4*9|1
1,269,95171,3,0,0,(+3  4  9),|1,3*4*9|1
1,273,95216,2,0,0,(+5  9),|1,5*9|1
1,275,95219,3,0,0,(+2  5  9),|1,2*5*9|1
1,277,95225,3,0,0,(+3  5  9),|1,3*5*9|1
1,281,95243,3,0,0,(+4  5  9),|1,4*5*9|1
1,282,95244,4,0,0,(+1  4  5  9),|1,1*4*5*9|1
1,283,95246,4,0,0,(+2  4  5  9),|1,2*4*5*9|1
1,284,95247,5,0,0,(+1  2  4  5  9),|1,1*2*4*5*9|1
1,285,95252,4,0,0,(+3  4  5  9),|1,3*4*5*9|1
1,289,95378,2,0,0,(+6  9),|1,6*9|1
1,290,95379,3,0,0,(+1  6  9),|1,1*6*9|1
1,291,95381,3,0,0,(+2  6  9),|1,2*6*9|1
1,293,95387,3,0,0,(+3  6  9),|1,3*6*9|1
1,297,95405,3,0,0,(+4  6  9),|1,4*6*9|1
1,298,95406,4,0,0,(+1  4  6  9),|1,1*4*6*9|1
1,299,95408,4,0,0,(+2  4  6  9),|1,2*4*6*9|1
1,300,95409,5,0,0,(+1  2  4  6  9),|1,1*2*4*6*9|1
1,301,95414,4,0,0,(+3  4  6  9),|1,3*4*6*9|1
1,305,95459,3,0,0,(+5  6  9),|1,5*6*9|1
1,307,95462,4,0,0,(+2  5  6  9),|1,2*5*6*9|1
1,309,95468,4,0,0,(+3  5  6  9),|1,3*5*6*9|1
1,313,95486,4,0,0,(+4  5  6  9),|1,4*5*6*9|1
1,314,95487,5,0,0,(+1  4  5  6  9),|1,1*4*5*6*9|1
1,315,95489,5,0,0,(+2  4  5  6  9),|1,2*4*5*6*9|1
1,316,95490,6,0,0,(+1  2  4  5  6  9),|1,1*2*4*5*6*9|1
1,317,95495,5,0,0,(+3  4  5  6  9),|1,3*4*5*6*9|1
1,329,95891,3,0,0,(+4  7  9),|1,4*7*9|1
1,330,95892,4,0,0,(+1  4  7  9),|1,1*4*7*9|1
1,332,95895,5,0,0,(+1  2  4  7  9),|1,1*2*4*7*9|1
1,345,95972,4,0,0,(+4  5  7  9),|1,4*5*7*9|1
1,346,95973,5,0,0,(+1  4  5  7  9),|1,1*4*5*7*9|1
1,347,95975,5,0,0,(+2  4  5  7  9),|1,2*4*5*7*9|1
1,348,95976,6,0,0,(+1  2  4  5  7  9),|1,1*2*4*5*7*9|1
1,349,95981,5,0,0,(+3  4  5  7  9),|1,3*4*5*7*9|1
1,361,96134,4,0,0,(+4  6  7  9),|1,4*6*7*9|1
1,362,96135,5,0,0,(+1  4  6  7  9),|1,1*4*6*7*9|1
1,364,96138,6,0,0,(+1  2  4  6  7  9),|1,1*2*4*6*7*9|1
1,377,96215,5,0,0,(+4  5  6  7  9),|1,4*5*6*7*9|1
1,378,96216,6,0,0,(+1  4  5  6  7  9),|1,1*4*5*6*7*9|1
1,379,96218,6,0,0,(+2  4  5  6  7  9),|1,2*4*5*6*7*9|1
1,380,96219,7,0,0,(+1  2  4  5  6  7  9),|1,1*2*4*5*6*7*9|1
1,381,96224,6,0,0,(+3  4  5  6  7  9),|1,3*4*5*6*7*9|1
1,385,97322,2,0,0,(+8  9),|1,8*9|1
1,386,97323,3,0,0,(+1  8  9),|1,1*8*9|1
1,387,97325,3,0,0,(+2  8  9),|1,2*8*9|1
1,388,97326,4,0,0,(+1  2  8  9),|1,1*2*8*9|1
1,389,97331,3,0,0,(+3  8  9),|1,3*8*9|1
1,393,97349,3,0,0,(+4  8  9),|1,4*8*9|1
1,394,97350,4,0,0,(+1  4  8  9),|1,1*4*8*9|1
1,395,97352,4,0,0,(+2  4  8  9),|1,2*4*8*9|1
1,397,97358,4,0,0,(+3  4  8  9),|1,3*4*8*9|1
1,401,97403,3,0,0,(+5  8  9),|1,5*8*9|1
1,402,97404,4,0,0,(+1  5  8  9),|1,1*5*8*9|1
1,403,97406,4,0,0,(+2  5  8  9),|1,2*5*8*9|1
1,405,97412,4,0,0,(+3  5  8  9),|1,3*5*8*9|1
1,409,97430,4,0,0,(+4  5  8  9),|1,4*5*8*9|1
1,410,97431,5,0,0,(+1  4  5  8  9),|1,1*4*5*8*9|1
1,411,97433,5,0,0,(+2  4  5  8  9),|1,2*4*5*8*9|1
1,413,97439,5,0,0,(+3  4  5  8  9),|1,3*4*5*8*9|1
1,417,97565,3,0,0,(+6  8  9),|1,6*8*9|1
1,418,97566,4,0,0,(+1  6  8  9),|1,1*6*8*9|1
1,419,97568,4,0,0,(+2  6  8  9),|1,2*6*8*9|1
1,421,97574,4,0,0,(+3  6  8  9),|1,3*6*8*9|1
1,425,97592,4,0,0,(+4  6  8  9),|1,4*6*8*9|1
1,426,97593,5,0,0,(+1  4  6  8  9),|1,1*4*6*8*9|1
1,427,97595,5,0,0,(+2  4  6  8  9),|1,2*4*6*8*9|1
1,429,97601,5,0,0,(+3  4  6  8  9),|1,3*4*6*8*9|1
1,433,97646,4,0,0,(+5  6  8  9),|1,5*6*8*9|1
1,434,97647,5,0,0,(+1  5  6  8  9),|1,1*5*6*8*9|1
1,435,97649,5,0,0,(+2  5  6  8  9),|1,2*5*6*8*9|1
1,437,97655,5,0,0,(+3  5  6  8  9),|1,3*5*6*8*9|1
1,441,97673,5,0,0,(+4  5  6  8  9),|1,4*5*6*8*9|1
1,442,97674,6,0,0,(+1  4  5  6  8  9),|1,1*4*5*6*8*9|1
1,443,97676,6,0,0,(+2  4  5  6  8  9),|1,2*4*5*6*8*9|1
1,445,97682,6,0,0,(+3  4  5  6  8  9),|1,3*4*5*6*8*9|1
1,457,98078,4,0,0,(+4  7  8  9),|1,4*7*8*9|1
1,458,98079,5,0,0,(+1  4  7  8  9),|1,1*4*7*8*9|1
1,459,98081,5,0,0,(+2  4  7  8  9),|1,2*4*7*8*9|1
1,461,98087,5,0,0,(+3  4  7  8  9),|1,3*4*7*8*9|1
1,465,98132,4,0,0,(+5  7  8  9),|1,5*7*8*9|1
1,469,98141,5,0,0,(+3  5  7  8  9),|1,3*5*7*8*9|1
1,473,98159,5,0,0,(+4  5  7  8  9),|1,4*5*7*8*9|1
1,474,98160,6,0,0,(+1  4  5  7  8  9),|1,1*4*5*7*8*9|1
1,475,98162,6,0,0,(+2  4  5  7  8  9),|1,2*4*5*7*8*9|1
1,477,98168,6,0,0,(+3  4  5  7  8  9),|1,3*4*5*7*8*9|1
1,489,98321,5,0,0,(+4  6  7  8  9),|1,4*6*7*8*9|1
1,490,98322,6,0,0,(+1  4  6  7  8  9),|1,1*4*6*7*8*9|1
1,491,98324,6,0,0,(+2  4  6  7  8  9),|1,2*4*6*7*8*9|1
1,493,98330,6,0,0,(+3  4  6  7  8  9),|1,3*4*6*7*8*9|1
1,501,98384,6,0,0,(+3  5  6  7  8  9),|1,3*5*6*7*8*9|1
1,505,98402,6,0,0,(+4  5  6  7  8  9),|1,4*5*6*7*8*9|1
1,506,98403,7,0,0,(+1  4  5  6  7  8  9),|1,1*4*5*6*7*8*9|1
1,507,98405,7,0,0,(+2  4  5  6  7  8  9),|1,2*4*5*6*7*8*9|1
1,509,98411,7,0,0,(+3  4  5  6  7  8  9),|1,3*4*5*6*7*8*9|1
1,513,108257,1,0,0,(+10),|1,10|1
1,514,108258,2,0,0,(+1  10),|1,1*10|1
1,515,108260,2,0,0,(+2  10),|1,2*10|1
1,516,108261,3,0,0,(+1  2  10),|1,1*2*10|1
1,517,108266,2,0,0,(+3  10),|1,3*10|1
1,521,108284,2,0,0,(+4  10),|1,4*10|1
1,522,108285,3,0,0,(+1  4  10),|1,1*4*10|1
1,523,108287,3,0,0,(+2  4  10),|1,2*4*10|1
1,524,108288,4,0,0,(+1  2  4  10),|1,1*2*4*10|1
1,525,108293,3,0,0,(+3  4  10),|1,3*4*10|1
1,530,108339,3,0,0,(+1  5  10),|1,1*5*10|1
1,533,108347,3,0,0,(+3  5  10),|1,3*5*10|1
1,545,108500,2,0,0,(+6  10),|1,6*10|1
1,546,108501,3,0,0,(+1  6  10),|1,1*6*10|1
1,547,108503,3,0,0,(+2  6  10),|1,2*6*10|1
1,549,108509,3,0,0,(+3  6  10),|1,3*6*10|1
1,553,108527,3,0,0,(+4  6  10),|1,4*6*10|1
1,554,108528,4,0,0,(+1  4  6  10),|1,1*4*6*10|1
1,555,108530,4,0,0,(+2  4  6  10),|1,2*4*6*10|1
1,556,108531,5,0,0,(+1  2  4  6  10),|1,1*2*4*6*10|1
1,557,108536,4,0,0,(+3  4  6  10),|1,3*4*6*10|1
1,562,108582,4,0,0,(+1  5  6  10),|1,1*5*6*10|1
1,563,108584,4,0,0,(+2  5  6  10),|1,2*5*6*10|1
1,565,108590,4,0,0,(+3  5  6  10),|1,3*5*6*10|1
1,577,108986,2,0,0,(+7  10),|1,7*10|1
1,578,108987,3,0,0,(+1  7  10),|1,1*7*10|1
1,581,108995,3,0,0,(+3  7  10),|1,3*7*10|1
1,585,109013,3,0,0,(+4  7  10),|1,4*7*10|1
1,586,109014,4,0,0,(+1  4  7  10),|1,1*4*7*10|1
1,587,109016,4,0,0,(+2  4  7  10),|1,2*4*7*10|1
1,588,109017,5,0,0,(+1  2  4  7  10),|1,1*2*4*7*10|1
1,589,109022,4,0,0,(+3  4  7  10),|1,3*4*7*10|1
1,593,109067,3,0,0,(+5  7  10),|1,5*7*10|1
1,594,109068,4,0,0,(+1  5  7  10),|1,1*5*7*10|1
1,601,109094,4,0,0,(+4  5  7  10),|1,4*5*7*10|1
1,609,109229,3,0,0,(+6  7  10),|1,6*7*10|1
1,610,109230,4,0,0,(+1  6  7  10),|1,1*6*7*10|1
1,613,109238,4,0,0,(+3  6  7  10),|1,3*6*7*10|1
1,617,109256,4,0,0,(+4  6  7  10),|1,4*6*7*10|1
1,618,109257,5,0,0,(+1  4  6  7  10),|1,1*4*6*7*10|1
1,619,109259,5,0,0,(+2  4  6  7  10),|1,2*4*6*7*10|1
1,620,109260,6,0,0,(+1  2  4  6  7  10),|1,1*2*4*6*7*10|1
1,621,109265,5,0,0,(+3  4  6  7  10),|1,3*4*6*7*10|1
1,625,109310,4,0,0,(+5  6  7  10),|1,5*6*7*10|1
1,626,109311,5,0,0,(+1  5  6  7  10),|1,1*5*6*7*10|1
1,627,109313,5,0,0,(+2  5  6  7  10),|1,2*5*6*7*10|1
1,629,109319,5,0,0,(+3  5  6  7  10),|1,3*5*6*7*10|1
1,633,109337,5,0,0,(+4  5  6  7  10),|1,4*5*6*7*10|1
1,705,111173,3,0,0,(+7  8  10),|1,7*8*10|1
1,713,111200,4,0,0,(+4  7  8  10),|1,4*7*8*10|1
1,715,111203,5,0,0,(+2  4  7  8  10),|1,2*4*7*8*10|1
1,717,111209,5,0,0,(+3  4  7  8  10),|1,3*4*7*8*10|1
1,745,111443,5,0,0,(+4  6  7  8  10),|1,4*6*7*8*10|1
1,746,111444,6,0,0,(+1  4  6  7  8  10),|1,1*4*6*7*8*10|1
1,747,111446,6,0,0,(+2  4  6  7  8  10),|1,2*4*6*7*8*10|1
1,748,111447,7,0,0,(+1  2  4  6  7  8  10),|1,1*2*4*6*7*8*10|1
1,769,114818,2,0,0,(+9  10),|1,9*10|1
1,770,114819,3,0,0,(+1  9  10),|1,1*9*10|1
1,771,114821,3,0,0,(+2  9  10),|1,2*9*10|1
1,772,114822,4,0,0,(+1  2  9  10),|1,1*2*9*10|1
1,773,114827,3,0,0,(+3  9  10),|1,3*9*10|1
1,777,114845,3,0,0,(+4  9  10),|1,4*9*10|1
1,778,114846,4,0,0,(+1  4  9  10),|1,1*4*9*10|1
1,779,114848,4,0,0,(+2  4  9  10),|1,2*4*9*10|1
1,781,114854,4,0,0,(+3  4  9  10),|1,3*4*9*10|1
1,785,114899,3,0,0,(+5  9  10),|1,5*9*10|1
1,786,114900,4,0,0,(+1  5  9  10),|1,1*5*9*10|1
1,787,114902,4,0,0,(+2  5  9  10),|1,2*5*9*10|1
1,789,114908,4,0,0,(+3  5  9  10),|1,3*5*9*10|1
1,801,115061,3,0,0,(+6  9  10),|1,6*9*10|1
1,802,115062,4,0,0,(+1  6  9  10),|1,1*6*9*10|1
1,803,115064,4,0,0,(+2  6  9  10),|1,2*6*9*10|1
1,805,115070,4,0,0,(+3  6  9  10),|1,3*6*9*10|1
1,809,115088,4,0,0,(+4  6  9  10),|1,4*6*9*10|1
1,810,115089,5,0,0,(+1  4  6  9  10),|1,1*4*6*9*10|1
1,811,115091,5,0,0,(+2  4  6  9  10),|1,2*4*6*9*10|1
1,813,115097,5,0,0,(+3  4  6  9  10),|1,3*4*6*9*10|1
1,817,115142,4,0,0,(+5  6  9  10),|1,5*6*9*10|1
1,818,115143,5,0,0,(+1  5  6  9  10),|1,1*5*6*9*10|1
1,819,115145,5,0,0,(+2  5  6  9  10),|1,2*5*6*9*10|1
1,821,115151,5,0,0,(+3  5  6  9  10),|1,3*5*6*9*10|1
1,841,115574,4,0,0,(+4  7  9  10),|1,4*7*9*10|1
1,842,115575,5,0,0,(+1  4  7  9  10),|1,1*4*7*9*10|1
1,843,115577,5,0,0,(+2  4  7  9  10),|1,2*4*7*9*10|1
1,845,115583,5,0,0,(+3  4  7  9  10),|1,3*4*7*9*10|1
1,857,115655,5,0,0,(+4  5  7  9  10),|1,4*5*7*9*10|1
1,858,115656,6,0,0,(+1  4  5  7  9  10),|1,1*4*5*7*9*10|1
1,861,115664,6,0,0,(+3  4  5  7  9  10),|1,3*4*5*7*9*10|1
1,873,115817,5,0,0,(+4  6  7  9  10),|1,4*6*7*9*10|1
1,874,115818,6,0,0,(+1  4  6  7  9  10),|1,1*4*6*7*9*10|1
1,877,115826,6,0,0,(+3  4  6  7  9  10),|1,3*4*6*7*9*10|1
1,969,117761,5,0,0,(+4  7  8  9  10),|1,4*7*8*9*10|1
1,970,117762,6,0,0,(+1  4  7  8  9  10),|1,1*4*7*8*9*10|1
1,1025,147623,1,0,0,(+11),|1,11|1
1,1027,147626,2,0,0,(+2  11),|1,2*11|1
1,1028,147627,3,0,0,(+1  2  11),|1,1*2*11|1
1,1029,147632,2,0,0,(+3  11),|1,3*11|1
1,1033,147650,2,0,0,(+4  11),|1,4*11|1
1,1035,147653,3,0,0,(+2  4  11),|1,2*4*11|1
1,1036,147654,4,0,0,(+1  2  4  11),|1,1*2*4*11|1
1,1037,147659,3,0,0,(+3  4  11),|1,3*4*11|1
1,1041,147704,2,0,0,(+5  11),|1,5*11|1
1,1057,147866,2,0,0,(+6  11),|1,6*11|1
1,1059,147869,3,0,0,(+2  6  11),|1,2*6*11|1
1,1061,147875,3,0,0,(+3  6  11),|1,3*6*11|1
1,1065,147893,3,0,0,(+4  6  11),|1,4*6*11|1
1,1067,147896,4,0,0,(+2  4  6  11),|1,2*4*6*11|1
1,1068,147897,5,0,0,(+1  2  4  6  11),|1,1*2*4*6*11|1
1,1069,147902,4,0,0,(+3  4  6  11),|1,3*4*6*11|1
1,1073,147947,3,0,0,(+5  6  11),|1,5*6*11|1
1,1081,147974,4,0,0,(+4  5  6  11),|1,4*5*6*11|1
1,1089,148352,2,0,0,(+7  11),|1,7*11|1
1,1093,148361,3,0,0,(+3  7  11),|1,3*7*11|1
1,1097,148379,3,0,0,(+4  7  11),|1,4*7*11|1
1,1099,148382,4,0,0,(+2  4  7  11),|1,2*4*7*11|1
1,1100,148383,5,0,0,(+1  2  4  7  11),|1,1*2*4*7*11|1
1,1101,148388,4,0,0,(+3  4  7  11),|1,3*4*7*11|1
1,1103,148391,5,0,0,(+2  3  4  7  11),|1,2*3*4*7*11|1
1,1105,148433,3,0,0,(+5  7  11),|1,5*7*11|1
1,1121,148595,3,0,0,(+6  7  11),|1,6*7*11|1
1,1129,148622,4,0,0,(+4  6  7  11),|1,4*6*7*11|1
1,1131,148625,5,0,0,(+2  4  6  7  11),|1,2*4*6*7*11|1
1,1132,148626,6,0,0,(+1  2  4  6  7  11),|1,1*2*4*6*7*11|1
1,1133,148631,5,0,0,(+3  4  6  7  11),|1,3*4*6*7*11|1
1,1135,148634,6,0,0,(+2  3  4  6  7  11),|1,2*3*4*6*7*11|1
1,1137,148676,4,0,0,(+5  6  7  11),|1,5*6*7*11|1
1,1145,148703,5,0,0,(+4  5  6  7  11),|1,4*5*6*7*11|1
1,1153,149810,2,0,0,(+8  11),|1,8*11|1
1,1155,149813,3,0,0,(+2  8  11),|1,2*8*11|1
1,1156,149814,4,0,0,(+1  2  8  11),|1,1*2*8*11|1
1,1157,149819,3,0,0,(+3  8  11),|1,3*8*11|1
1,1161,149837,3,0,0,(+4  8  11),|1,4*8*11|1
1,1163,149840,4,0,0,(+2  4  8  11),|1,2*4*8*11|1
1,1164,149841,5,0,0,(+1  2  4  8  11),|1,1*2*4*8*11|1
1,1165,149846,4,0,0,(+3  4  8  11),|1,3*4*8*11|1
1,1169,149891,3,0,0,(+5  8  11),|1,5*8*11|1
1,1185,150053,3,0,0,(+6  8  11),|1,6*8*11|1
1,1187,150056,4,0,0,(+2  6  8  11),|1,2*6*8*11|1
1,1189,150062,4,0,0,(+3  6  8  11),|1,3*6*8*11|1
1,1193,150080,4,0,0,(+4  6  8  11),|1,4*6*8*11|1
1,1195,150083,5,0,0,(+2  4  6  8  11),|1,2*4*6*8*11|1
1,1196,150084,6,0,0,(+1  2  4  6  8  11),|1,1*2*4*6*8*11|1
1,1197,150089,5,0,0,(+3  4  6  8  11),|1,3*4*6*8*11|1
1,1201,150134,4,0,0,(+5  6  8  11),|1,5*6*8*11|1
1,1209,150161,5,0,0,(+4  5  6  8  11),|1,4*5*6*8*11|1
1,1217,150539,3,0,0,(+7  8  11),|1,7*8*11|1
1,1219,150542,4,0,0,(+2  7  8  11),|1,2*7*8*11|1
1,1225,150566,4,0,0,(+4  7  8  11),|1,4*7*8*11|1
1,1233,150620,4,0,0,(+5  7  8  11),|1,5*7*8*11|1
1,1249,150782,4,0,0,(+6  7  8  11),|1,6*7*8*11|1
1,1251,150785,5,0,0,(+2  6  7  8  11),|1,2*6*7*8*11|1
1,1253,150791,5,0,0,(+3  6  7  8  11),|1,3*6*7*8*11|1
1,1257,150809,5,0,0,(+4  6  7  8  11),|1,4*6*7*8*11|1
1,1265,150863,5,0,0,(+5  6  7  8  11),|1,5*6*7*8*11|1
1,1273,150890,6,0,0,(+4  5  6  7  8  11),|1,4*5*6*7*8*11|1
1,1281,154184,2,0,0,(+9  11),|1,9*11|1
1,1283,154187,3,0,0,(+2  9  11),|1,2*9*11|1
1,1284,154188,4,0,0,(+1  2  9  11),|1,1*2*9*11|1
1,1285,154193,3,0,0,(+3  9  11),|1,3*9*11|1
1,1289,154211,3,0,0,(+4  9  11),|1,4*9*11|1
1,1291,154214,4,0,0,(+2  4  9  11),|1,2*4*9*11|1
1,1292,154215,5,0,0,(+1  2  4  9  11),|1,1*2*4*9*11|1
1,1293,154220,4,0,0,(+3  4  9  11),|1,3*4*9*11|1
1,1297,154265,3,0,0,(+5  9  11),|1,5*9*11|1
1,1299,154268,4,0,0,(+2  5  9  11),|1,2*5*9*11|1
1,1300,154269,5,0,0,(+1  2  5  9  11),|1,1*2*5*9*11|1
1,1301,154274,4,0,0,(+3  5  9  11),|1,3*5*9*11|1
1,1305,154292,4,0,0,(+4  5  9  11),|1,4*5*9*11|1
