state,x,temp,str,stable,feasible,candidate,tau,richness,abundance_mean,abundance_sd
[0  0  0  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,|1,true,true,true,NaN,0,NaN,NaN
[1  0  0  0  0  0  0  0  0  0  0],[1.7940631702086178  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1|1,true,true,true,2.716874507566495,1,1.7940631702086178,NaN
[0  1  0  0  0  0  0  0  0  0  0],[0.0  2.9576699399370767  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2|1,true,true,true,3.2234148857299427,1,2.9576699399370767,NaN
[1  1  0  0  0  0  0  0  0  0  0],[4.48726724046598  5.615335139474384  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2|1,true,true,true,3.0418279603017373,2,5.051301189970182,0.7976644610277042
[0  0  1  0  0  0  0  0  0  0  0],[0.0  0.0  3.50423145050187  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,3|1,true,true,true,2.808199943836001,1,3.50423145050187,NaN
[1  0  1  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3|1,false,false,false,0.0,2,NaN,NaN
[0  1  1  0  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*3|1,false,false,false,0.0,2,6.7552506669179095,NaN
[1  1  1  0  0  0  0  0  0  0  0],[26.265778922519203  8.188863779068912  25.1798159126066  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*3|1,false,true,false,0.0,3,19.87815287139824,10.137772858363007
[0  0  0  1  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.6496962406015037  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,4|1,true,true,true,1.8516461133948081,1,0.6496962406015037,NaN
[1  0  0  1  0  0  0  0  0  0  0],[1.046486501018394  0.0  0.0  0.9317345814413842  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*4|1,true,true,true,3.46361392372925,2,0.9891105412298891,0.08114186048707689
[0  1  0  1  0  0  0  0  0  0  0],[0.0  1.6061556164312785  0.0  0.9165934138919127  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*4|1,true,true,true,4.399515573647762,2,1.2613745151615956,0.48759410946551707
[1  1  0  1  0  0  0  0  0  0  0],[1.5739351765430398  1.8525159053559985  0.0  1.381722369452946  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*4|1,true,true,true,4.0878672716379825,3,1.6027244837839947,0.2367134481194199
[0  0  1  1  0  0  0  0  0  0  0],[0.0  0.0  2.609031083716012  0.6511363629860347  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,3*4|1,true,true,true,3.7661281249106766,2,1.6300837233510233,1.3844406338775084
[1  0  1  1  0  0  0  0  0  0  0],[9.29901754664739  0.0  12.308518733206093  3.162666368271605  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3*4|1,true,true,true,3.1811087275441827,3,8.256734216041696,4.661160775626423
[0  1  1  1  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*3*4|1,false,false,false,0.0,3,1.76511684014752,0.9987241881615688
[1  1  1  1  0  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*3*4|1,false,false,false,0.0,4,1.1801486298713242,1.2247331172256533
[0  0  0  0  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  1.0005645093002908  0.0  0.0  0.0  0.0  0.0  0.0],1,5|1,true,true,true,1.4104770233292898,1,1.0005645093002908,NaN
[1  0  0  0  1  0  0  0  0  0  0],[1.3312545862097473  0.0  0.0  0.0  0.662086389325767  0.0  0.0  0.0  0.0  0.0  0.0],1,1*5|1,true,true,true,5.230403491302471,2,0.9966704877677572,0.47317336977103724
[0  1  0  0  1  0  0  0  0  0  0],[0.0  1.3456804116532881  0.0  0.0  0.9032135770389241  0.0  0.0  0.0  0.0  0.0  0.0],1,2*5|1,true,true,true,8.41952000274207,2,1.1244469943461062,0.31287129920596335
[1  1  0  0  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*5|1,false,false,false,0.0,3,11.402964908622767,2.3381049721647855
[0  0  1  0  1  0  0  0  0  0  0],[0.0  0.0  1.876192402666166  0.0  1.0004313239466907  0.0  0.0  0.0  0.0  0.0  0.0],1,3*5|1,true,true,true,5.245804063255314,2,1.4383118633064282,0.6192565974617869
[1  0  1  0  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3*5|1,false,false,false,0.0,3,1.9979229295582714,NaN
[0  1  1  0  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*3*5|1,false,false,false,0.0,3,1.7941224316955657,1.4073170168142375
[1  1  1  0  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*3*5|1,false,false,false,0.0,4,1.24796635217901,1.4831437981771411
[0  0  0  1  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.3883097602670616  0.9708557273369304  0.0  0.0  0.0  0.0  0.0  0.0],1,4*5|1,true,true,true,3.2189659976090077,2,0.679582743801996,0.41192220366797944
[1  0  0  1  1  0  0  0  0  0  0],[0.7438427834415833  0.0  0.0  0.6449887613803273  0.7620920057060798  0.0  0.0  0.0  0.0  0.0  0.0],1,1*4*5|1,true,true,true,5.673668896010006,3,0.7169745168426634,0.06300571617263938
[0  1  0  1  1  0  0  0  0  0  0],[0.0  0.5801655037001696  0.0  0.4982819514469561  0.9204709065496958  0.0  0.0  0.0  0.0  0.0  0.0],1,2*4*5|1,true,true,true,14.124742793616708,3,0.6663061205656072,0.22388843842001838
[1  1  0  1  1  0  0  0  0  0  0],[1.170847281218515  1.1886051140659057  0.0  1.0176397040931524  0.5390256335561858  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*4*5|1,true,true,true,10.70220930707047,4,0.9790294332334397,0.30321068008251206
[0  0  1  1  1  0  0  0  0  0  0],[0.0  0.0  1.3896102350098156  0.38912004053162114  0.9706950901350292  0.0  0.0  0.0  0.0  0.0  0.0],1,3*4*5|1,true,true,true,7.0733275136732034,3,0.9164751218921553,0.5024440377086263
[1  0  1  1  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3*4*5|1,false,false,false,0.0,4,10.408369757912144,NaN
[0  1  1  1  1  0  0  0  0  0  0],[0.0  0.2723127283576705  0.8428795033717229  0.4404189743109772  0.9471091294663853  0.0  0.0  0.0  0.0  0.0  0.0],1,2*3*4*5|1,true,true,true,150.4903130214744,4,0.6256800838766889,0.32129030789495544
[1  1  1  1  1  0  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*3*4*5|1,false,false,false,0.0,5,40.24987315752981,NaN
[0  0  0  0  0  1  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  1.1135191406804523  0.0  0.0  0.0  0.0  0.0],1,6|1,true,true,true,2.124766275709672,1,1.1135191406804523,NaN
[1  0  0  0  0  1  0  0  0  0  0],[1.8545212827950275  0.0  0.0  0.0  0.0  0.6238914731767922  0.0  0.0  0.0  0.0  0.0],1,1*6|1,true,true,true,3.412294000321387,2,1.23920637798591,0.8701866835113642
[0  1  0  0  0  1  0  0  0  0  0],[0.0  3.172651638412696  0.0  0.0  0.0  0.8342062947396574  0.0  0.0  0.0  0.0  0.0],1,2*6|1,true,true,true,2.9181528331383597,2,2.003428966576177,1.6535305599453123
[1  1  0  0  0  1  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*6|1,false,false,false,0.0,3,4.862424319596735,0.7504886005798155
[0  0  1  0  0  1  0  0  0  0  0],[0.0  0.0  3.6050147904055825  0.0  0.0  0.7502456231056545  0.0  0.0  0.0  0.0  0.0],1,3*6|1,true,true,true,2.926370678615725,2,2.1776302067556186,2.0186266369200525
[1  0  1  0  0  1  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*3*6|1,false,false,false,0.0,3,27.850761798699338,NaN
[0  1  1  0  0  1  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,2*3*6|1,false,false,false,0.0,3,4.874813726831475,4.665332156002032
[1  1  1  0  0  1  0  0  0  0  0],[0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0  0.0],1,1*2*3*6|1,false,false,false,0.0,4,6.579964452269842,1.916748502713756
[0  0  0  1  0  1  0  0  0  0  0],[0.0  0.0  0.0  0.9697169993028328  0.0  1.2076871824146724  0.0  0.0  0.0  0.0  0.0],1,4*6|1,true,true,true,2.0913775191085207,2,1.0887020908587526,0.1682703301985862
[1  0  0  1  0  1  0  0  0  0  0],[0.9537442318833571  0.0  0.0  1.1650619294396922  0.0  0.9748509037904202  0.0  0.0  0.0  0.0  0.0],1,1*4*6|1,true,true,true,4.328363301184991,3,1.0312190217044899,0.11639078942514534
[0  1  0  1  0  1  0  0  0  0  0],[0.0  1.4888694167031156  0.0  1.1880082170813615  0.0  1.0978085890937501  0.0  0.0  0.0  0.0  0.0],1,2*4*6|1,true,true,true,5.011201176937375,3,1.258228740959409,0.2047689776379983
